text,entities
khu 5 có độ ẩm bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""độ ẩm"", ""start"": 9, ""end"": 14}]"
khu P có độ ẩm không khí bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu P"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""độ ẩm không khí"", ""start"": 9, ""end"": 24}]"
Cách trồng đậu phộng,"[{""type"": ""CROP"", ""value"": ""đậu phộng"", ""start"": 11, ""end"": 20}]"
Bệnh hại ở đậu xanh xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""đậu xanh"", ""start"": 11, ""end"": 19}]"
Dấu hiệu của đậu thiếu đạm,"[{""type"": ""CROP"", ""value"": ""đậu"", ""start"": 13, ""end"": 16}]"
Cách phòng trừ sâu hại chính cho cây xà lách,"[{""type"": ""CROP"", ""value"": ""xà lách"", ""start"": 37, ""end"": 44}]"
Cho tôi thông tin về nguồn gốc của cây vừng,"[{""type"": ""CROP"", ""value"": ""vừng"", ""start"": 39, ""end"": 43}]"
Kỹ thuật chăm sóc bông cải xanh,"[{""type"": ""CROP"", ""value"": ""bông cải xanh"", ""start"": 18, ""end"": 31}]"
nhiệt độ đất của khu V hiện tại,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 0, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu V"", ""start"": 17, ""end"": 22}]"
"nhiệt độ đất khu M cao quá, tắt máy tưới","[{""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 0, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu M"", ""start"": 13, ""end"": 18}, {""type"": ""DEVICE"", ""value"": ""máy tưới"", ""start"": 32, ""end"": 40}]"
Bệnh ở củ dền xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""củ dền"", ""start"": 7, ""end"": 13}]"
Tổng doanh thu tháng 12,"[{""type"": ""DATE"", ""value"": ""tháng 12"", ""start"": 15, ""end"": 23}]"
Tắt máy bơm ở khu K,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu K"", ""start"": 14, ""end"": 19}]"
Bệnh ở dưa hấu xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""dưa hấu"", ""start"": 7, ""end"": 14}]"
Bật bơm nước trong 5 phút,"[{""type"": ""DEVICE"", ""value"": ""bơm nước"", ""start"": 4, ""end"": 12}, {""type"": ""DURATION"", ""value"": ""5 phút"", ""start"": 19, ""end"": 25}]"
Tôi muốn biết về giống khoai lang tím Nhật,"[{""type"": ""CROP"", ""value"": ""khoai lang tím Nhật"", ""start"": 23, ""end"": 42}]"
cần tây bị bệnh gì,"[{""type"": ""CROP"", ""value"": ""cần tây"", ""start"": 0, ""end"": 7}]"
Bật máy bơm ở khu F trong 5 giờ,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu F"", ""start"": 14, ""end"": 19}, {""type"": ""DURATION"", ""value"": ""5 giờ"", ""start"": 26, ""end"": 31}]"
Bật đèn ở khu C trong 2 ngày,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu C"", ""start"": 10, ""end"": 15}, {""type"": ""DURATION"", ""value"": ""2 ngày"", ""start"": 22, ""end"": 28}]"
Bệnh vàng lá ở xoài xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""xoài"", ""start"": 15, ""end"": 19}]"
Bật bơm khu Z 5 giờ,"[{""type"": ""DEVICE"", ""value"": ""bơm"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu Z"", ""start"": 8, ""end"": 13}, {""type"": ""DURATION"", ""value"": ""5 giờ"", ""start"": 14, ""end"": 19}]"
nhiệt độ không khí của khu X,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ không khí"", ""start"": 0, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu X"", ""start"": 23, ""end"": 28}]"
Tắt bơm ở khu 2,"[{""type"": ""DEVICE"", ""value"": ""bơm"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu 2"", ""start"": 10, ""end"": 15}]"
Bệnh loét ở sầu riêng Musang King xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""sầu riêng Musang King"", ""start"": 12, ""end"": 33}]"
Bật bóng đèn ở khu Q trong 20 phút,"[{""type"": ""DEVICE"", ""value"": ""bóng đèn"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu Q"", ""start"": 15, ""end"": 20}, {""type"": ""DURATION"", ""value"": ""20 phút"", ""start"": 27, ""end"": 34}]"
Bật đèn chiếu sáng khu 5 5 giờ,"[{""type"": ""DEVICE"", ""value"": ""đèn chiếu sáng"", ""start"": 4, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 19, ""end"": 24}, {""type"": ""DURATION"", ""value"": ""5 giờ"", ""start"": 25, ""end"": 30}]"
Bật đèn ở khu L vì độ ẩm thấp,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu L"", ""start"": 10, ""end"": 15}, {""type"": ""METRIC"", ""value"": ""độ ẩm"", ""start"": 19, ""end"": 24}]"
Bật bơm ở khu S trong 5 giờ,"[{""type"": ""DEVICE"", ""value"": ""bơm"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu S"", ""start"": 10, ""end"": 15}, {""type"": ""DURATION"", ""value"": ""5 giờ"", ""start"": 22, ""end"": 27}]"
thơm bị bệnh gì,"[{""type"": ""CROP"", ""value"": ""thơm"", ""start"": 0, ""end"": 4}]"
Tưới 20 phút,"[{""type"": ""DURATION"", ""value"": ""20 phút"", ""start"": 5, ""end"": 12}]"
Bật tưới ở khu D trong 60 phút,"[{""type"": ""DEVICE"", ""value"": ""tưới"", ""start"": 4, ""end"": 8}, {""type"": ""AREA"", ""value"": ""khu D"", ""start"": 11, ""end"": 16}, {""type"": ""DURATION"", ""value"": ""60 phút"", ""start"": 23, ""end"": 30}]"
cam sành cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""cam sành"", ""start"": 0, ""end"": 8}]"
Bệnh ở khoai tây xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""khoai tây"", ""start"": 7, ""end"": 16}]"
Cách phòng trừ sâu hại chính cho cây nghệ,"[{""type"": ""CROP"", ""value"": ""nghệ"", ""start"": 37, ""end"": 41}]"
Kiểm tra nhiệt độ đất khu W,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 9, ""end"": 21}, {""type"": ""AREA"", ""value"": ""khu W"", ""start"": 22, ""end"": 27}]"
Đất trồng phù hợp cho cây rau má,"[{""type"": ""CROP"", ""value"": ""rau má"", ""start"": 26, ""end"": 32}]"
Xem độ ẩm đất ở khu K,"[{""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 4, ""end"": 13}, {""type"": ""AREA"", ""value"": ""khu K"", ""start"": 16, ""end"": 21}]"
Bệnh hại ở chôm chôm xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""chôm chôm"", ""start"": 11, ""end"": 20}]"
Thông tin về giống nấm bào ngư,"[{""type"": ""CROP"", ""value"": ""nấm bào ngư"", ""start"": 19, ""end"": 30}]"
Bật bóng đèn ở khu X,"[{""type"": ""DEVICE"", ""value"": ""bóng đèn"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu X"", ""start"": 15, ""end"": 20}]"
Tắt đèn khu F sau 2 ngày,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu F"", ""start"": 8, ""end"": 13}, {""type"": ""DURATION"", ""value"": ""2 ngày"", ""start"": 18, ""end"": 24}]"
Đất trồng phù hợp cho cây hoa huệ,"[{""type"": ""CROP"", ""value"": ""hoa huệ"", ""start"": 26, ""end"": 33}]"
Tổng chi phí tháng 3,"[{""type"": ""DATE"", ""value"": ""tháng 3"", ""start"": 13, ""end"": 20}]"
Tưới 2 ngày,"[{""type"": ""DURATION"", ""value"": ""2 ngày"", ""start"": 5, ""end"": 11}]"
Bệnh vàng lá ở lúa ST25 xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""lúa ST25"", ""start"": 15, ""end"": 23}]"
ánh sáng là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""ánh sáng"", ""start"": 0, ""end"": 8}]"
hoa đồng tiền có yêu cầu gì về sinh thái,"[{""type"": ""CROP"", ""value"": ""hoa đồng tiền"", ""start"": 0, ""end"": 13}]"
Cách phòng trừ sâu hại chính cho cây chuối,"[{""type"": ""CROP"", ""value"": ""chuối"", ""start"": 37, ""end"": 42}]"
Bật tưới ở khu F trong 45 phút,"[{""type"": ""DEVICE"", ""value"": ""tưới"", ""start"": 4, ""end"": 8}, {""type"": ""AREA"", ""value"": ""khu F"", ""start"": 11, ""end"": 16}, {""type"": ""DURATION"", ""value"": ""45 phút"", ""start"": 23, ""end"": 30}]"
Cho tôi thông tin về cây hoa hồng,"[{""type"": ""CROP"", ""value"": ""hoa hồng"", ""start"": 25, ""end"": 33}]"
cường độ ánh sáng khu W đang là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""cường độ ánh sáng"", ""start"": 0, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu W"", ""start"": 18, ""end"": 23}]"
Bệnh hại ở cà phê chè xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cà phê chè"", ""start"": 11, ""end"": 21}]"
Tổng doanh thu tháng 8,"[{""type"": ""DATE"", ""value"": ""tháng 8"", ""start"": 15, ""end"": 22}]"
Tắt bóng đèn khu B sau 20 phút,"[{""type"": ""DEVICE"", ""value"": ""bóng đèn"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu B"", ""start"": 13, ""end"": 18}, {""type"": ""DURATION"", ""value"": ""20 phút"", ""start"": 23, ""end"": 30}]"
Bệnh thối rễ ở cây bông vải xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cây bông vải"", ""start"": 15, ""end"": 27}]"
Dấu hiệu của cà rốt thiếu kali,"[{""type"": ""CROP"", ""value"": ""cà rốt"", ""start"": 13, ""end"": 19}]"
Bật đèn ở khu W trong 2 ngày,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu W"", ""start"": 10, ""end"": 15}, {""type"": ""DURATION"", ""value"": ""2 ngày"", ""start"": 22, ""end"": 28}]"
Tổng chi phí năm ngoái,"[{""type"": ""DATE"", ""value"": ""năm ngoái"", ""start"": 13, ""end"": 22}]"
cam Vinh có yêu cầu gì về sinh thái,"[{""type"": ""CROP"", ""value"": ""cam Vinh"", ""start"": 0, ""end"": 8}]"
Cho tôi thông tin về cây cải thảo,"[{""type"": ""CROP"", ""value"": ""cải thảo"", ""start"": 25, ""end"": 33}]"
Dấu hiệu của nhãn thiếu kali,"[{""type"": ""CROP"", ""value"": ""nhãn"", ""start"": 13, ""end"": 17}]"
Cách phòng trừ sâu hại chính cho cây bí đỏ,"[{""type"": ""CROP"", ""value"": ""bí đỏ"", ""start"": 37, ""end"": 42}]"
độ ẩm đất ở khu X,"[{""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 0, ""end"": 9}, {""type"": ""AREA"", ""value"": ""khu X"", ""start"": 12, ""end"": 17}]"
Dấu hiệu của chanh thiếu kali,"[{""type"": ""CROP"", ""value"": ""chanh"", ""start"": 13, ""end"": 18}]"
Đất trồng phù hợp cho cây dưa lưới,"[{""type"": ""CROP"", ""value"": ""dưa lưới"", ""start"": 26, ""end"": 34}]"
Cho tôi thông tin về nguồn gốc của cây cải bẹ xanh,"[{""type"": ""CROP"", ""value"": ""cải bẹ xanh"", ""start"": 39, ""end"": 50}]"
Bọ trích ở hồng xiêm xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""hồng xiêm"", ""start"": 11, ""end"": 20}]"
Doanh thu tháng trước bao nhiêu,"[{""type"": ""DATE"", ""value"": ""tháng trước"", ""start"": 10, ""end"": 21}]"
Bật hệ thống tưới ở khu N,"[{""type"": ""DEVICE"", ""value"": ""hệ thống tưới"", ""start"": 4, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu N"", ""start"": 20, ""end"": 25}]"
độ ẩm vườn xoài đang là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""độ ẩm"", ""start"": 0, ""end"": 5}, {""type"": ""AREA"", ""value"": ""vườn xoài"", ""start"": 6, ""end"": 15}]"
Bệnh vàng lá ở nhãn xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""nhãn"", ""start"": 15, ""end"": 19}]"
Bón phân cho giai đoạn kích thích ra hoa ở lúa nếp cái hoa vàng như thế nào,"[{""type"": ""CROP"", ""value"": ""lúa nếp cái hoa vàng"", ""start"": 43, ""end"": 63}]"
cường độ ánh sáng của khu 5,"[{""type"": ""METRIC"", ""value"": ""cường độ ánh sáng"", ""start"": 0, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 22, ""end"": 27}]"
Bệnh phấn trắng ở cải thảo xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cải thảo"", ""start"": 18, ""end"": 26}]"
Bệnh loét ở hoa hồng xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""hoa hồng"", ""start"": 12, ""end"": 20}]"
Bệnh vàng lá ở lúa nước xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""lúa nước"", ""start"": 15, ""end"": 23}]"
lux ở khu L,"[{""type"": ""METRIC"", ""value"": ""lux"", ""start"": 0, ""end"": 3}, {""type"": ""AREA"", ""value"": ""khu L"", ""start"": 6, ""end"": 11}]"
Tôi muốn biết về giống vải u trứng,"[{""type"": ""CROP"", ""value"": ""vải u trứng"", ""start"": 23, ""end"": 34}]"
Tắt bóng đèn ở vườn bưởi,"[{""type"": ""DEVICE"", ""value"": ""bóng đèn"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""vườn bưởi"", ""start"": 15, ""end"": 24}]"
Bật đèn chiếu sáng khu K 5 phút,"[{""type"": ""DEVICE"", ""value"": ""đèn chiếu sáng"", ""start"": 4, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu K"", ""start"": 19, ""end"": 24}, {""type"": ""DURATION"", ""value"": ""5 phút"", ""start"": 25, ""end"": 31}]"
Bật bơm nước,"[{""type"": ""DEVICE"", ""value"": ""bơm nước"", ""start"": 4, ""end"": 12}]"
Đất trồng phù hợp cho cây hoa lan,"[{""type"": ""CROP"", ""value"": ""hoa lan"", ""start"": 26, ""end"": 33}]"
Doanh thu quý này bao nhiêu,"[{""type"": ""DATE"", ""value"": ""quý này"", ""start"": 10, ""end"": 17}]"
Bón phân cho giai đoạn kích thích ra hoa ở tắc như thế nào,"[{""type"": ""CROP"", ""value"": ""tắc"", ""start"": 43, ""end"": 46}]"
Xem cường độ ánh sáng ở khu S,"[{""type"": ""METRIC"", ""value"": ""cường độ ánh sáng"", ""start"": 4, ""end"": 21}, {""type"": ""AREA"", ""value"": ""khu S"", ""start"": 24, ""end"": 29}]"
Bệnh hại ở cà tím xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cà tím"", ""start"": 11, ""end"": 17}]"
Tắt máy tưới ở khu S,"[{""type"": ""DEVICE"", ""value"": ""máy tưới"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu S"", ""start"": 15, ""end"": 20}]"
khu W có nhiệt độ bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu W"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""nhiệt độ"", ""start"": 9, ""end"": 17}]"
Bệnh thối rễ ở dưa leo xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""dưa leo"", ""start"": 15, ""end"": 22}]"
mít tố nữ cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""mít tố nữ"", ""start"": 0, ""end"": 9}]"
cường độ ánh sáng của khu H hiện tại,"[{""type"": ""METRIC"", ""value"": ""cường độ ánh sáng"", ""start"": 0, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu H"", ""start"": 22, ""end"": 27}]"
Bệnh phấn trắng ở đậu bắp xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""đậu bắp"", ""start"": 18, ""end"": 25}]"
Bật bơm nước ở khu Y trong 15 phút,"[{""type"": ""DEVICE"", ""value"": ""bơm nước"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu Y"", ""start"": 15, ""end"": 20}, {""type"": ""DURATION"", ""value"": ""15 phút"", ""start"": 27, ""end"": 34}]"
Bật máy bơm ở khu J vì độ ẩm thấp,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu J"", ""start"": 14, ""end"": 19}, {""type"": ""METRIC"", ""value"": ""độ ẩm"", ""start"": 23, ""end"": 28}]"
Dấu hiệu của tắc thiếu chất dinh dưỡng,"[{""type"": ""CROP"", ""value"": ""tắc"", ""start"": 13, ""end"": 16}]"
Cho tôi thông tin về cây chanh,"[{""type"": ""CROP"", ""value"": ""chanh"", ""start"": 25, ""end"": 30}]"
nhiệt độ không khí khu 3 đang là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ không khí"", ""start"": 0, ""end"": 18}, {""type"": ""AREA"", ""value"": ""khu 3"", ""start"": 19, ""end"": 24}]"
Kiểm tra lux khu 5,"[{""type"": ""METRIC"", ""value"": ""lux"", ""start"": 9, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 13, ""end"": 18}]"
Thu hoạch bầu khi nào,"[{""type"": ""CROP"", ""value"": ""bầu"", ""start"": 10, ""end"": 13}]"
Bệnh hại ở cần tây xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cần tây"", ""start"": 11, ""end"": 18}]"
Cách phòng trừ sâu hại chính cho cây cà phê chè,"[{""type"": ""CROP"", ""value"": ""cà phê chè"", ""start"": 37, ""end"": 47}]"
Tôi muốn biết về giống quýt,"[{""type"": ""CROP"", ""value"": ""quýt"", ""start"": 23, ""end"": 27}]"
khu L có ánh sáng bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu L"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""ánh sáng"", ""start"": 9, ""end"": 17}]"
Doanh thu năm nay,"[{""type"": ""DATE"", ""value"": ""năm nay"", ""start"": 10, ""end"": 17}]"
Dấu hiệu của lúa ST25 thiếu chất dinh dưỡng,"[{""type"": ""CROP"", ""value"": ""lúa ST25"", ""start"": 13, ""end"": 21}]"
cường độ ánh sáng khu O đang là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""cường độ ánh sáng"", ""start"": 0, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu O"", ""start"": 18, ""end"": 23}]"
Đất trồng phù hợp cho cây tỏi cô đơn,"[{""type"": ""CROP"", ""value"": ""tỏi cô đơn"", ""start"": 26, ""end"": 36}]"
Tắt máy tưới ở khu 1,"[{""type"": ""DEVICE"", ""value"": ""máy tưới"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu 1"", ""start"": 15, ""end"": 20}]"
Kiểm tra ánh sáng khu 5,"[{""type"": ""METRIC"", ""value"": ""ánh sáng"", ""start"": 9, ""end"": 17}, {""type"": ""AREA"", ""value"": ""khu 5"", ""start"": 18, ""end"": 23}]"
Cho tôi thông tin về nguồn gốc của cây chôm chôm Thái,"[{""type"": ""CROP"", ""value"": ""chôm chôm Thái"", ""start"": 39, ""end"": 53}]"
cải ngọt cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""cải ngọt"", ""start"": 0, ""end"": 8}]"
Bón phân cho giai đoạn kích thích ra hoa ở chè Thái Nguyên như thế nào,"[{""type"": ""CROP"", ""value"": ""chè Thái Nguyên"", ""start"": 43, ""end"": 58}]"
khu N có độ ẩm đất bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu N"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""độ ẩm đất"", ""start"": 9, ""end"": 18}]"
Cách trồng đậu Hà Lan,"[{""type"": ""CROP"", ""value"": ""đậu Hà Lan"", ""start"": 11, ""end"": 21}]"
nhiệt độ đất ở khu X,"[{""type"": ""METRIC"", ""value"": ""nhiệt độ đất"", ""start"": 0, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu X"", ""start"": 15, ""end"": 20}]"
Bón phân cho giai đoạn kích thích ra hoa ở cam canh như thế nào,"[{""type"": ""CROP"", ""value"": ""cam canh"", ""start"": 43, ""end"": 51}]"
Bật máy bơm ở khu Z trong 2 ngày,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu Z"", ""start"": 14, ""end"": 19}, {""type"": ""DURATION"", ""value"": ""2 ngày"", ""start"": 26, ""end"": 32}]"
Đất trồng phù hợp cho cây ớt hiểm,"[{""type"": ""CROP"", ""value"": ""ớt hiểm"", ""start"": 26, ""end"": 33}]"
Bật bơm nước ở khu B vì độ ẩm không khí thấp,"[{""type"": ""DEVICE"", ""value"": ""bơm nước"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu B"", ""start"": 15, ""end"": 20}, {""type"": ""METRIC"", ""value"": ""độ ẩm không khí"", ""start"": 24, ""end"": 39}]"
Bọ trích ở hoa đồng tiền xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""hoa đồng tiền"", ""start"": 11, ""end"": 24}]"
Bệnh ở sắn xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""sắn"", ""start"": 7, ""end"": 10}]"
Dấu hiệu của nhãn lồng Hưng Yên thiếu đạm,"[{""type"": ""CROP"", ""value"": ""nhãn lồng Hưng Yên"", ""start"": 13, ""end"": 31}]"
Bệnh phấn trắng ở dâu tây xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""dâu tây"", ""start"": 18, ""end"": 25}]"
táo có yêu cầu gì về sinh thái,"[{""type"": ""CROP"", ""value"": ""táo"", ""start"": 0, ""end"": 3}]"
Bệnh hại ở cải cúc xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cải cúc"", ""start"": 11, ""end"": 18}]"
Tắt bơm khu K sau 3 giờ,"[{""type"": ""DEVICE"", ""value"": ""bơm"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu K"", ""start"": 8, ""end"": 13}, {""type"": ""DURATION"", ""value"": ""3 giờ"", ""start"": 18, ""end"": 23}]"
Cho tôi thông tin về cây ớt hiểm,"[{""type"": ""CROP"", ""value"": ""ớt hiểm"", ""start"": 25, ""end"": 32}]"
Bọ trích ở dâu tằm xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""dâu tằm"", ""start"": 11, ""end"": 18}]"
vải thiều Lục Ngạn cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""vải thiều Lục Ngạn"", ""start"": 0, ""end"": 18}]"
Cho tôi thông tin về cây quất,"[{""type"": ""CROP"", ""value"": ""quất"", ""start"": 25, ""end"": 29}]"
Tắt tưới ở khu O,"[{""type"": ""DEVICE"", ""value"": ""tưới"", ""start"": 4, ""end"": 8}, {""type"": ""AREA"", ""value"": ""khu O"", ""start"": 11, ""end"": 16}]"
Bệnh thối rễ ở cải ngọt xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cải ngọt"", ""start"": 15, ""end"": 23}]"
khu D có độ ẩm bao nhiêu,"[{""type"": ""AREA"", ""value"": ""khu D"", ""start"": 0, ""end"": 5}, {""type"": ""METRIC"", ""value"": ""độ ẩm"", ""start"": 9, ""end"": 14}]"
Cho tôi thông tin về nguồn gốc của cây lúa ST24,"[{""type"": ""CROP"", ""value"": ""lúa ST24"", ""start"": 39, ""end"": 47}]"
Xem độ ẩm ở khu R,"[{""type"": ""METRIC"", ""value"": ""độ ẩm"", ""start"": 4, ""end"": 9}, {""type"": ""AREA"", ""value"": ""khu R"", ""start"": 12, ""end"": 17}]"
mận cần bón phân gì,"[{""type"": ""CROP"", ""value"": ""mận"", ""start"": 0, ""end"": 3}]"
Dấu hiệu của cà chua cherry thiếu kali,"[{""type"": ""CROP"", ""value"": ""cà chua cherry"", ""start"": 13, ""end"": 27}]"
Chi phí quý trước là bao nhiêu,"[{""type"": ""DATE"", ""value"": ""quý trước"", ""start"": 8, ""end"": 17}]"
Bật máy tưới ở khu I vì nhiệt độ thấp,"[{""type"": ""DEVICE"", ""value"": ""máy tưới"", ""start"": 4, ""end"": 12}, {""type"": ""AREA"", ""value"": ""khu I"", ""start"": 15, ""end"": 20}, {""type"": ""METRIC"", ""value"": ""nhiệt độ"", ""start"": 24, ""end"": 32}]"
Bệnh phấn trắng ở chanh không hạt xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""chanh không hạt"", ""start"": 18, ""end"": 33}]"
Bệnh vàng lá ở cam Cao Phong xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""cam Cao Phong"", ""start"": 15, ""end"": 28}]"
Cho tôi thông tin về cây bơ booth,"[{""type"": ""CROP"", ""value"": ""bơ booth"", ""start"": 25, ""end"": 33}]"
Bệnh ở măng tây xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""măng tây"", ""start"": 7, ""end"": 15}]"
Dấu hiệu của vải u trứng thiếu kali,"[{""type"": ""CROP"", ""value"": ""vải u trứng"", ""start"": 13, ""end"": 24}]"
xoài Đài Loan có yêu cầu gì về sinh thái,"[{""type"": ""CROP"", ""value"": ""xoài Đài Loan"", ""start"": 0, ""end"": 13}]"
Bọ trích ở khoai tây xử lý như thế nào,"[{""type"": ""CROP"", ""value"": ""khoai tây"", ""start"": 11, ""end"": 20}]"
Bật đèn ở khu V,"[{""type"": ""DEVICE"", ""value"": ""đèn"", ""start"": 4, ""end"": 7}, {""type"": ""AREA"", ""value"": ""khu V"", ""start"": 10, ""end"": 15}]"
Thông tin về giống chanh không hạt,"[{""type"": ""CROP"", ""value"": ""chanh không hạt"", ""start"": 19, ""end"": 34}]"
Bật máy bơm ở khu Z trong 4 giờ,"[{""type"": ""DEVICE"", ""value"": ""máy bơm"", ""start"": 4, ""end"": 11}, {""type"": ""AREA"", ""value"": ""khu Z"", ""start"": 14, ""end"": 19}, {""type"": ""DURATION"", ""value"": ""4 giờ"", ""start"": 26, ""end"": 31}]"
Dấu hiệu của ngô NK7328 thiếu chất dinh dưỡng,"[{""type"": ""CROP"", ""value"": ""ngô NK7328"", ""start"": 13, ""end"": 23}]"
Chi phí tháng 5 là bao nhiêu,"[{""type"": ""DATE"", ""value"": ""tháng 5"", ""start"": 8, ""end"": 15}]"
Kỹ thuật chăm sóc mít tố nữ,"[{""type"": ""CROP"", ""value"": ""mít tố nữ"", ""start"": 18, ""end"": 27}]"
Thu hoạch cây bông vải khi nào,"[{""type"": ""CROP"", ""value"": ""cây bông vải"", ""start"": 10, ""end"": 22}]"
lux khu C đang là bao nhiêu,"[{""type"": ""METRIC"", ""value"": ""lux"", ""start"": 0, ""end"": 3}, {""type"": ""AREA"", ""value"": ""khu C"", ""start"": 4, ""end"": 9}]"
