text,entities
"phun thuốc rầy","[{""type"":""ACTIVITY"",""value"":""phun thuốc rầy"",""start"":0,""end"":14}]"
"nhổ cỏ bằng tay","[{""type"":""ACTIVITY"",""value"":""nhổ cỏ"",""start"":0,""end"":6}]"
"đất cần xới tơi","[{""type"":""ACTIVITY"",""value"":""xới tơi"",""start"":9,""end"":16}]"
"tỉa bớt hoa đực","[{""type"":""ACTIVITY"",""value"":""tỉa bớt hoa"",""start"":0,""end"":12}]"
"bón phân NPK","[{""type"":""FERTILIZER"",""value"":""phân NPK"",""start"":4,""end"":12}]"
"cần mua phân hữu cơ","[{""type"":""FERTILIZER"",""value"":""phân hữu cơ"",""start"":9,""end"":20}]"
"đã bón phân lân chưa?","[{""type"":""FERTILIZER"",""value"":""phân lân"",""start"":7,""end"":15}]"
"phân kali có tác dụng gì?","[{""type"":""FERTILIZER"",""value"":""phân kali"",""start"":0,""end"":9}]"
"dùng phân Ure bón thúc","[{""type"":""FERTILIZER"",""value"":""phân Ure"",""start"":5,""end"":13}]"
"bón vôi để cải tạo đất","[{""type"":""FERTILIZER"",""value"":""vôi"",""start"":4,""end"":7}]"
"phân trùn quế rất tốt","[{""type"":""FERTILIZER"",""value"":""phân trùn quế"",""start"":0,""end"":14}]"
"giá phân DAP hôm nay","[{""type"":""FERTILIZER"",""value"":""phân DAP"",""start"":4,""end"":12}]"
"cách ủ phân compost","[{""type"":""FERTILIZER"",""value"":""phân compost"",""start"":8,""end"":20}]"
"bón phân vi sinh cho rau","[{""type"":""FERTILIZER"",""value"":""phân vi sinh"",""start"":4,""end"":16}]"
"dùng phân chuồng ủ hoai","[{""type"":""FERTILIZER"",""value"":""phân chuồng"",""start"":5,""end"":16}]"
"phân xanh là gì?","[{""type"":""FERTILIZER"",""value"":""phân xanh"",""start"":0,""end"":9}]"
"cần 5kg phân NPK 16-16-8","[{""type"":""FERTILIZER"",""value"":""phân NPK 16-16-8"",""start"":9,""end"":25}]"
"đây là phân bón lá","[{""type"":""FERTILIZER"",""value"":""phân bón lá"",""start"":7,""end"":18}]"
"không dùng phân hóa học","[{""type"":""FERTILIZER"",""value"":""phân hóa học"",""start"":10,""end"":22}]"
"bón 1kg Super Lân","[{""type"":""FERTILIZER"",""value"":""Super Lân"",""start"":9,""end"":18}]"
"phân đạm cá tự ủ","[{""type"":""FERTILIZER"",""value"":""phân đạm cá"",""start"":0,""end"":11}]"
"mua 2 bao phân SA","[{""type"":""FERTILIZER"",""value"":""phân SA"",""start"":9,""end"":16}]"
"bón phân KCL","[{""type"":""FERTILIZER"",""value"":""phân KCL"",""start"":4,""end"":12}]"
"phân bón rễ Atonik","[{""type"":""FERTILIZER"",""value"":""phân bón rễ Atonik"",""start"":0,""end"":19}]"
"dùng phân hữu cơ vi sinh","[{""type"":""FERTILIZER"",""value"":""phân hữu cơ vi sinh"",""start"":5,""end"":24}]"
"phân MOP là gì?","[{""type"":""FERTILIZER"",""value"":""phân MOP"",""start"":0,""end"":8}]"
"cần bón thêm canxi nitrat","[{""type"":""FERTILIZER"",""value"":""canxi nitrat"",""start"":12,""end"":24}]"
"mua 10kg vôi bột","[{""type"":""FERTILIZER"",""value"":""vôi bột"",""start"":10,""end"":17}]"
"phân bón tan chậm","[{""type"":""FERTILIZER"",""value"":""phân bón tan chậm"",""start"":0,""end"":17}]"
"đã có phân NPK Lâm Thao","[{""type"":""FERTILIZER"",""value"":""phân NPK Lâm Thao"",""start"":6,""end"":23}]"
"phân bón Đầu Trâu","[{""type"":""FERTILIZER"",""value"":""phân bón Đầu Trâu"",""start"":0,""end"":17}]"
"bón phân gà đã xử lý","[{""type"":""FERTILIZER"",""value"":""phân gà"",""start"":4,""end"":11}]"
"dùng 2kg phân lân nung chảy","[{""type"":""FERTILIZER"",""value"":""phân lân nung chảy"",""start"":9,""end"":27}]"
"cách bón phân đạm","[{""type"":""FERTILIZER"",""value"":""phân đạm"",""start"":9,""end"":17}]"
"phân kali clorua","[{""type"":""FERTILIZER"",""value"":""phân kali clorua"",""start"":0,""end"":16}]"
"tôi cần phân Ure hạt trong","[{""type"":""FERTILIZER"",""value"":""phân Ure hạt trong"",""start"":9,""end"":27}]"
"bón phân hữu cơ khoáng","[{""type"":""FERTILIZER"",""value"":""phân hữu cơ khoáng"",""start"":4,""end"":23}]"
"phân bón Humic","[{""type"":""FERTILIZER"",""value"":""phân bón Humic"",""start"":0,""end"":14}]"
"mua thêm phân Canxi Bo","[{""type"":""FERTILIZER"",""value"":""phân Canxi Bo"",""start"":9,""end"":22}]"
"đây là phân vi lượng","[{""type"":""FERTILIZER"",""value"":""phân vi lượng"",""start"":7,""end"":19}]"
"dịch trùn quế","[{""type"":""FERTILIZER"",""value"":""dịch trùn quế"",""start"":0,""end"":14}]"
"phân bón NPK 20-20-15","[{""type"":""FERTILIZER"",""value"":""phân bón NPK 20-20-15"",""start"":0,""end"":21}]"
"bón phân bò ủ hoai","[{""type"":""FERTILIZER"",""value"":""phân bò"",""start"":4,""end"":11}]"
"cách pha dung dịch thủy canh","[{""type"":""FERTILIZER"",""value"":""dung dịch thủy canh"",""start"":9,""end"":27}]"
"bón phân Magie Sunfat","[{""type"":""FERTILIZER"",""value"":""Magie Sunfat"",""start"":4,""end"":16}]"
"phân bón NPK + TE","[{""type"":""FERTILIZER"",""value"":""phân bón NPK + TE"",""start"":0,""end"":18}]"
"còn phân lân Văn Điển không?","[{""type"":""FERTILIZER"",""value"":""phân lân Văn Điển"",""start"":4,""end"":21}]"
"dùng phân bón sinh học","[{""type"":""FERTILIZER"",""value"":""phân bón sinh học"",""start"":5,""end"":22}]"
"phân bón gốc là gì?","[{""type"":""FERTILIZER"",""value"":""phân bón gốc"",""start"":0,""end"":12}]"
"mua 1 chai B1","[{""type"":""FERTILIZER"",""value"":""B1"",""start"":12,""end"":14}]"
"cần bón K2SO4","[{""type"":""FERTILIZER"",""value"":""K2SO4"",""start"":9,""end"":14}]"
"phân bón Dynamic","[{""type"":""FERTILIZER"",""value"":""phân bón Dynamic"",""start"":0,""end"":16}]"
"bón lót bằng phân chuồng","[{""type"":""FERTILIZER"",""value"":""phân chuồng"",""start"":13,""end"":24}]"
"cần 5kg phân đạm SA","[{""type"":""FERTILIZER"",""value"":""phân đạm SA"",""start"":9,""end"":20}]"
"phun thuốc trừ sâu","[{""type"":""PESTICIDE"",""value"":""thuốc trừ sâu"",""start"":4,""end"":17}]"
"mua thuốc diệt cỏ","[{""type"":""PESTICIDE"",""value"":""thuốc diệt cỏ"",""start"":4,""end"":17}]"
"cây bị rệp sáp","[{""type"":""PESTICIDE"",""value"":""rệp sáp"",""start"":7,""end"":14}]"
"dùng thuốc Anvil trị nấm","[{""type"":""PESTICIDE"",""value"":""thuốc Anvil"",""start"":5,""end"":16}]"
"cách diệt bọ trĩ","[{""type"":""PESTICIDE"",""value"":""bọ trĩ"",""start"":10,""end"":16}]"
"phun thuốc trị rầy","[{""type"":""PESTICIDE"",""value"":""thuốc trị rầy"",""start"":4,""end"":17}]"
"bệnh đạo ôn hại lúa","[{""type"":""PESTICIDE"",""value"":""đạo ôn"",""start"":6,""end"":12}]"
"mua 1 chai Regent","[{""type"":""PESTICIDE"",""value"":""Regent"",""start"":12,""end"":18}]"
"sâu đục thân tấn công","[{""type"":""PESTICIDE"",""value"":""sâu đục thân"",""start"":0,""end"":12}]"
"dùng dầu khoáng phun cam","[{""type"":""PESTICIDE"",""value"":""dầu khoáng"",""start"":5,""end"":15}]"
"mua thuốc ốc bươu vàng","[{""type"":""PESTICIDE"",""value"":""ốc bươu vàng"",""start"":10,""end"":22}]"
"cách trị bệnh thán thư","[{""type"":""PESTICIDE"",""value"":""bệnh thán thư"",""start"":9,""end"":22}]"
"phun thuốc Confidor","[{""type"":""PESTICIDE"",""value"":""Confidor"",""start"":10,""end"":18}]"
"cây bị nhện đỏ","[{""type"":""PESTICIDE"",""value"":""nhện đỏ"",""start"":7,""end"":14}]"
"dùng bả chuột sinh học","[{""type"":""PESTICIDE"",""value"":""bả chuột"",""start"":5,""end"":13}]"
"cách phòng bệnh héo xanh","[{""type"":""PESTICIDE"",""value"":""bệnh héo xanh"",""start"":11,""end"":24}]"
"mua thuốc trừ nấm Ridomil Gold","[{""type"":""PESTICIDE"",""value"":""Ridomil Gold"",""start"":17,""end"":29}]"
"cây bị rầy nâu","[{""type"":""PESTICIDE"",""value"":""rầy nâu"",""start"":7,""end"":14}]"
"phun thuốc sinh học","[{""type"":""PESTICIDE"",""value"":""thuốc sinh học"",""start"":4,""end"":18}]"
"bệnh xoăn lá trên ớt","[{""type"":""PESTICIDE"",""value"":""bệnh xoăn lá"",""start"":0,""end"":13}]"
"dùng thuốc trừ cỏ 2,4D","[{""type"":""PESTICIDE"",""value"":""thuốc trừ cỏ 2,4D"",""start"":5,""end"":22}]"
"bọ phấn trắng","[{""type"":""PESTICIDE"",""value"":""bọ phấn trắng"",""start"":0,""end"":14}]"
"sâu cuốn lá hại lúa","[{""type"":""PESTICIDE"",""value"":""sâu cuốn lá"",""start"":0,""end"":11}]"
"dùng vôi bột khử trùng","[{""type"":""PESTICIDE"",""value"":""vôi bột"",""start"":5,""end"":12}]"
"bệnh rỉ sắt trên cà phê","[{""type"":""PESTICIDE"",""value"":""bệnh rỉ sắt"",""start"":0,""end"":12}]"
"phun Actara trị rầy","[{""type"":""PESTICIDE"",""value"":""Actara"",""start"":4,""end"":10}]"
"bệnh đốm lá","[{""type"":""PESTICIDE"",""value"":""bệnh đốm lá"",""start"":0,""end"":12}]"
"cách diệt tuyến trùng","[{""type"":""PESTICIDE"",""value"":""tuyến trùng"",""start"":10,""end"":20}]"
"phun thuốc nấm Aliette","[{""type"":""PESTICIDE"",""value"":""Aliette"",""start"":16,""end"":23}]"
"ruồi vàng đục trái","[{""type"":""PESTICIDE"",""value"":""ruồi vàng"",""start"":0,""end"":9}]"
"bệnh chổi rồng trên nhãn","[{""type"":""PESTICIDE"",""value"":""bệnh chổi rồng"",""start"":0,""end"":15}]"
"dùng bẫy Pheromone","[{""type"":""PESTICIDE"",""value"":""bẫy Pheromone"",""start"":5,""end"":19}]"
"bệnh lở cổ rễ","[{""type"":""PESTICIDE"",""value"":""bệnh lở cổ rễ"",""start"":0,""end"":14}]"
"thuốc diệt chuột Storm","[{""type"":""PESTICIDE"",""value"":""thuốc diệt chuột Storm"",""start"":0,""end"":22}]"
"cây bị rệp muội","[{""type"":""PESTICIDE"",""value"":""rệp muội"",""start"":7,""end"":15}]"
"phun thuốc Amistar Top","[{""type"":""PESTICIDE"",""value"":""Amistar Top"",""start"":10,""end"":21}]"
"bệnh vàng lá gân xanh","[{""type"":""PESTICIDE"",""value"":""vàng lá gân xanh"",""start"":6,""end"":23}]"
"dùng bẫy dính màu vàng","[{""type"":""PESTICIDE"",""value"":""bẫy dính màu vàng"",""start"":5,""end"":23}]"
"cách trị sâu tơ","[{""type"":""PESTICIDE"",""value"":""sâu tơ"",""start"":9,""end"":15}]"
"bệnh thối rễ","[{""type"":""PESTICIDE"",""value"":""bệnh thối rễ"",""start"":0,""end"":12}]"
"mua thuốc Mataxyl","[{""type"":""PESTICIDE"",""value"":""Mataxyl"",""start"":10,""end"":17}]"
"bệnh Greening trên cam","[{""type"":""PESTICIDE"",""value"":""bệnh Greening"",""start"":0,""end"":14}]"
"cách diệt châu chấu","[{""type"":""PESTICIDE"",""value"":""châu chấu"",""start"":10,""end"":19}]"
"sâu đục quả","[{""type"":""PESTICIDE"",""value"":""sâu đục quả"",""start"":0,""end"":11}]"
"phun thuốc trừ bệnh","[{""type"":""PESTICIDE"",""value"":""thuốc trừ bệnh"",""start"":4,""end"":18}]"
"bọ xít muỗi","[{""type"":""PESTICIDE"",""value"":""bọ xít muỗi"",""start"":0,""end"":11}]"
"dùng thuốc gốc đồng","[{""type"":""PESTICIDE"",""value"":""thuốc gốc đồng"",""start"":5,""end"":19}]"
"bệnh phấn trắng","[{""type"":""PESTICIDE"",""value"":""bệnh phấn trắng"",""start"":0,""end"":15}]"
"cách diệt sùng đất","[{""type"":""PESTICIDE"",""value"":""sùng đất"",""start"":10,""end"":18}]"
"thuốc trừ sâu thảo mộc","[{""type"":""PESTICIDE"",""value"":""thuốc trừ sâu thảo mộc"",""start"":0,""end"":23}]"
"kỹ thuật trồng rau thủy canh","[{""type"":""TECHNIQUE"",""value"":""trồng rau thủy canh"",""start"":9,""end"":27}]"
"hướng dẫn ghép cành","[{""type"":""TECHNIQUE"",""value"":""ghép cành"",""start"":9,""end"":18}]"
"cách chiết cành ổi","[{""type"":""TECHNIQUE"",""value"":""chiết cành"",""start"":5,""end"":15}]"
"phương pháp giâm cành","[{""type"":""TECHNIQUE"",""value"":""giâm cành"",""start"":11,""end"":20}]"
"kỹ thuật ủ phân compost","[{""type"":""TECHNIQUE"",""value"":""ủ phân compost"",""start"":9,""end"":24}]"
"học cách trồng xen canh","[{""type"":""TECHNIQUE"",""value"":""trồng xen canh"",""start"":9,""end"":22}]"
"kỹ thuật làm giàn cho dưa","[{""type"":""TECHNIQUE"",""value"":""làm giàn"",""start"":9,""end"":17}]"
"phương pháp trồng gối vụ","[{""type"":""TECHNIQUE"",""value"":""trồng gối vụ"",""start"":11,""end"":23}]"
"áp dụng canh tác hữu cơ","[{""type"":""TECHNIQUE"",""value"":""canh tác hữu cơ"",""start"":8,""end"":24}]"
"cách làm đất trồng rau","[{""type"":""TECHNIQUE"",""value"":""làm đất"",""start"":5,""end"":12}]"
"hướng dẫn tỉa cành tạo tán","[{""type"":""TECHNIQUE"",""value"":""tỉa cành tạo tán"",""start"":9,""end"":26}]"
"phương pháp tưới nhỏ giọt","[{""type"":""TECHNIQUE"",""value"":""tưới nhỏ giọt"",""start"":11,""end"":24}]"
"kỹ thuật trồng cây trong nhà màng","[{""type"":""TECHNIQUE"",""value"":""trồng cây trong nhà màng"",""start"":9,""end"":33}]"
"cách ủ hạt giống","[{""type"":""TECHNIQUE"",""value"":""ủ hạt giống"",""start"":5,""end"":16}]"
"phương pháp nhân giống vô tính","[{""type"":""TECHNIQUE"",""value"":""nhân giống vô tính"",""start"":11,""end"":30}]"
"kỹ thuật trồng rau mầm","[{""type"":""TECHNIQUE"",""value"":""trồng rau mầm"",""start"":9,""end"":23}]"
"hệ thống canh tác Aquaponics","[{""type"":""TECHNIQUE"",""value"":""Aquaponics"",""start"":16,""end"":26}]"
"cách bón phân lót","[{""type"":""TECHNIQUE"",""value"":""bón phân lót"",""start"":5,""end"":17}]"
"kỹ thuật trồng nấm","[{""type"":""TECHNIQUE"",""value"":""trồng nấm"",""start"":9,""end"":18}]"
"phương pháp gieo sạ hàng","[{""type"":""TECHNIQUE"",""value"":""gieo sạ hàng"",""start"":11,""end"":23}]"
"kỹ thuật che phủ nilon","[{""type"":""TECHNIQUE"",""value"":""che phủ nilon"",""start"":9,""end"":23}]"
"áp dụng VietGAP","[{""type"":""TECHNIQUE"",""value"":""VietGAP"",""start"":8,""end"":15}]"
"canh tác không dùng đất","[{""type"":""TECHNIQUE"",""value"":""canh tác không dùng đất"",""start"":0,""end"":23}]"
"kỹ thuật cấy lúa","[{""type"":""TECHNIQUE"",""value"":""cấy lúa"",""start"":9,""end"":16}]"
"phương pháp làm cỏ","[{""type"":""TECHNIQUE"",""value"":""làm cỏ"",""start"":11,""end"":17}]"
"kỹ thuật nuôi cấy mô","[{""type"":""TECHNIQUE"",""value"":""nuôi cấy mô"",""start"":9,""end"":20}]"
"cách trồng luân canh","[{""type"":""TECHNIQUE"",""value"":""trồng luân canh"",""start"":5,""end"":19}]"
"kỹ thuật trồng cây ăn quả","[{""type"":""TECHNIQUE"",""value"":""trồng cây ăn quả"",""start"":9,""end"":26}]"
"phương pháp bón thúc","[{""type"":""TECHNIQUE"",""value"":""bón thúc"",""start"":11,""end"":19}]"
"cách xử lý đất phèn","[{""type"":""TECHNIQUE"",""value"":""xử lý đất phèn"",""start"":5,""end"":20}]"
"kỹ thuật tưới phun sương","[{""type"":""TECHNIQUE"",""value"":""tưới phun sương"",""start"":9,""end"":25}]"
"áp dụng IPM","[{""type"":""TECHNIQUE"",""value"":""IPM"",""start"":8,""end"":11}]"
"cách gieo hạt trực tiếp","[{""type"":""TECHNIQUE"",""value"":""gieo hạt trực tiếp"",""start"":5,""end"":23}]"
"kỹ thuật trồng rau sạch","[{""type"":""TECHNIQUE"",""value"":""trồng rau sạch"",""start"":9,""end"":24}]"
"hướng dẫn làm phân xanh","[{""type"":""TECHNIQUE"",""value"":""làm phân xanh"",""start"":9,""end"":22}]"
"cách làm nhà lưới","[{""type"":""TECHNIQUE"",""value"":""làm nhà lưới"",""start"":5,""end"":17}]"
"kỹ thuật lên luống","[{""type"":""TECHNIQUE"",""value"":""lên luống"",""start"":9,""end"":18}]"
"phương pháp trồng rau hữu cơ","[{""type"":""TECHNIQUE"",""value"":""trồng rau hữu cơ"",""start"":11,""end"":28}]"
"cách thụ phấn cho dưa","[{""type"":""TECHNIQUE"",""value"":""thụ phấn"",""start"":5,""end"":13}]"
"kỹ thuật trồng cây trong chậu","[{""type"":""TECHNIQUE"",""value"":""trồng cây trong chậu"",""start"":9,""end"":29}]"
"phương pháp thu hoạch","[{""type"":""TECHNIQUE"",""value"":""thu hoạch"",""start"":11,""end"":20}]"
"kỹ thuật bảo quản nông sản","[{""type"":""TECHNIQUE"",""value"":""bảo quản nông sản"",""start"":9,""end"":27}]"
"áp dụng GlobalGAP","[{""type"":""TECHNIQUE"",""value"":""GlobalGAP"",""start"":8,""end"":17}]"
"cách xử lý hạt giống","[{""type"":""TECHNIQUE"",""value"":""xử lý hạt giống"",""start"":5,""end"":21}]"
"kỹ thuật trồng nấm linh chi","[{""type"":""TECHNIQUE"",""value"":""trồng nấm linh chi"",""start"":9,""end"":27}]"
"phương pháp tưới tiết kiệm","[{""type"":""TECHNIQUE"",""value"":""tưới tiết kiệm"",""start"":11,""end"":25}]"
"kỹ thuật trồng cây khí canh","[{""type"":""TECHNIQUE"",""value"":""trồng cây khí canh"",""start"":9,""end"":28}]"
"cách cắt tỉa cây cảnh","[{""type"":""TECHNIQUE"",""value"":""cắt tỉa"",""start"":5,""end"":12}]"
"phương pháp trồng gừng","[{""type"":""TECHNIQUE"",""value"":""trồng gừng"",""start"":11,""end"":21}]"
"kỹ thuật trồng hoa lan","[{""type"":""TECHNIQUE"",""value"":""trồng hoa lan"",""start"":9,""end"":23}]"
"kỹ thuật trồng rau thủy canh","[{""type"":""TECHNIQUE"",""value"":""trồng rau thủy canh"",""start"":9,""end"":27}]"
"hướng dẫn ghép cành","[{""type"":""TECHNIQUE"",""value"":""ghép cành"",""start"":9,""end"":18}]"
"cách chiết cành ổi","[{""type"":""TECHNIQUE"",""value"":""chiết cành"",""start"":5,""end"":15}]"
"phương pháp giâm cành","[{""type"":""TECHNIQUE"",""value"":""giâm cành"",""start"":11,""end"":20}]"
"kỹ thuật ủ phân compost","[{""type"":""TECHNIQUE"",""value"":""ủ phân compost"",""start"":9,""end"":24}]"
"học cách trồng xen canh","[{""type"":""TECHNIQUE"",""value"":""trồng xen canh"",""start"":9,""end"":22}]"
"kỹ thuật làm giàn cho dưa","[{""type"":""TECHNIQUE"",""value"":""làm giàn"",""start"":9,""end"":17}]"
"phương pháp trồng gối vụ","[{""type"":""TECHNIQUE"",""value"":""trồng gối vụ"",""start"":11,""end"":23}]"
"áp dụng canh tác hữu cơ","[{""type"":""TECHNIQUE"",""value"":""canh tác hữu cơ"",""start"":8,""end"":24}]"
"cách làm đất trồng rau","[{""type"":""TECHNIQUE"",""value"":""làm đất"",""start"":5,""end"":12}]"
"hướng dẫn tỉa cành tạo tán","[{""type"":""TECHNIQUE"",""value"":""tỉa cành tạo tán"",""start"":9,""end"":26}]"
"phương pháp tưới nhỏ giọt","[{""type"":""TECHNIQUE"",""value"":""tưới nhỏ giọt"",""start"":11,""end"":24}]"
"kỹ thuật trồng cây trong nhà màng","[{""type"":""TECHNIQUE"",""value"":""trồng cây trong nhà màng"",""start"":9,""end"":33}]"
"cách ủ hạt giống","[{""type"":""TECHNIQUE"",""value"":""ủ hạt giống"",""start"":5,""end"":16}]"
"phương pháp nhân giống vô tính","[{""type"":""TECHNIQUE"",""value"":""nhân giống vô tính"",""start"":11,""end"":30}]"
"kỹ thuật trồng rau mầm","[{""type"":""TECHNIQUE"",""value"":""trồng rau mầm"",""start"":9,""end"":23}]"
"hệ thống canh tác Aquaponics","[{""type"":""TECHNIQUE"",""value"":""Aquaponics"",""start"":16,""end"":26}]"
"cách bón phân lót","[{""type"":""TECHNIQUE"",""value"":""bón phân lót"",""start"":5,""end"":17}]"
"kỹ thuật trồng nấm","[{""type"":""TECHNIQUE"",""value"":""trồng nấm"",""start"":9,""end"":18}]"
"phương pháp gieo sạ hàng","[{""type"":""TECHNIQUE"",""value"":""gieo sạ hàng"",""start"":11,""end"":23}]"
"kỹ thuật che phủ nilon","[{""type"":""TECHNIQUE"",""value"":""che phủ nilon"",""start"":9,""end"":23}]"
"áp dụng VietGAP","[{""type"":""TECHNIQUE"",""value"":""VietGAP"",""start"":8,""end"":15}]"
"canh tác không dùng đất","[{""type"":""TECHNIQUE"",""value"":""canh tác không dùng đất"",""start"":0,""end"":23}]"
"kỹ thuật cấy lúa","[{""type"":""TECHNIQUE"",""value"":""cấy lúa"",""start"":9,""end"":16}]"
"phương pháp làm cỏ","[{""type"":""TECHNIQUE"",""value"":""làm cỏ"",""start"":11,""end"":17}]"
"kỹ thuật nuôi cấy mô","[{""type"":""TECHNIQUE"",""value"":""nuôi cấy mô"",""start"":9,""end"":20}]"
"cách trồng luân canh","[{""type"":""TECHNIQUE"",""value"":""trồng luân canh"",""start"":5,""end"":19}]"
"kỹ thuật trồng cây ăn quả","[{""type"":""TECHNIQUE"",""value"":""trồng cây ăn quả"",""start"":9,""end"":26}]"
"phương pháp bón thúc","[{""type"":""TECHNIQUE"",""value"":""bón thúc"",""start"":11,""end"":19}]"
"cách xử lý đất phèn","[{""type"":""TECHNIQUE"",""value"":""xử lý đất phèn"",""start"":5,""end"":20}]"
"kỹ thuật tưới phun sương","[{""type"":""TECHNIQUE"",""value"":""tưới phun sương"",""start"":9,""end"":25}]"
"áp dụng IPM","[{""type"":""TECHNIQUE"",""value"":""IPM"",""start"":8,""end"":11}]"
"cách gieo hạt trực tiếp","[{""type"":""TECHNIQUE"",""value"":""gieo hạt trực tiếp"",""start"":5,""end"":23}]"
"kỹ thuật trồng rau sạch","[{""type"":""TECHNIQUE"",""value"":""trồng rau sạch"",""start"":9,""end"":24}]"
"hướng dẫn làm phân xanh","[{""type"":""TECHNIQUE"",""value"":""làm phân xanh"",""start"":9,""end"":22}]"
"cách làm nhà lưới","[{""type"":""TECHNIQUE"",""value"":""làm nhà lưới"",""start"":5,""end"":17}]"
"kỹ thuật lên luống","[{""type"":""TECHNIQUE"",""value"":""lên luống"",""start"":9,""end"":18}]"
"phương pháp trồng rau hữu cơ","[{""type"":""TECHNIQUE"",""value"":""trồng rau hữu cơ"",""start"":11,""end"":28}]"
"cách thụ phấn cho dưa","[{""type"":""TECHNIQUE"",""value"":""thụ phấn"",""start"":5,""end"":13}]"
"kỹ thuật trồng cây trong chậu","[{""type"":""TECHNIQUE"",""value"":""trồng cây trong chậu"",""start"":9,""end"":29}]"
"phương pháp thu hoạch","[{""type"":""TECHNIQUE"",""value"":""thu hoạch"",""start"":11,""end"":20}]"
"kỹ thuật bảo quản nông sản","[{""type"":""TECHNIQUE"",""value"":""bảo quản nông sản"",""start"":9,""end"":27}]"
"áp dụng GlobalGAP","[{""type"":""TECHNIQUE"",""value"":""GlobalGAP"",""start"":8,""end"":17}]"
"cách xử lý hạt giống","[{""type"":""TECHNIQUE"",""value"":""xử lý hạt giống"",""start"":5,""end"":21}]"
"kỹ thuật trồng nấm linh chi","[{""type"":""TECHNIQUE"",""value"":""trồng nấm linh chi"",""start"":9,""end"":27}]"
"phương pháp tưới tiết kiệm","[{""type"":""TECHNIQUE"",""value"":""tưới tiết kiệm"",""start"":11,""end"":25}]"
"kỹ thuật trồng cây khí canh","[{""type"":""TECHNIQUE"",""value"":""trồng cây khí canh"",""start"":9,""end"":28}]"
"cách cắt tỉa cây cảnh","[{""type"":""TECHNIQUE"",""value"":""cắt tỉa"",""start"":5,""end"":12}]"
"phương pháp trồng gừng","[{""type"":""TECHNIQUE"",""value"":""trồng gừng"",""start"":11,""end"":21}]"
"kỹ thuật trồng hoa lan","[{""type"":""TECHNIQUE"",""value"":""trồng hoa lan"",""start"":9,""end"":23}]"
"trồng cây gì vào mùa xuân?","[{""type"":""SEASON"",""value"":""mùa xuân"",""start"":17,""end"":25}]"
"lúa vụ hè thu năng suất tốt","[{""type"":""SEASON"",""value"":""vụ hè thu"",""start"":4,""end"":13}]"
"chuẩn bị cho vụ đông xuân","[{""type"":""SEASON"",""value"":""vụ đông xuân"",""start"":13,""end"":25}]"
"mùa mưa này có trồng ngô được không?","[{""type"":""SEASON"",""value"":""mùa mưa"",""start"":0,""end"":7}]"
"bệnh thường gặp vào mùa khô","[{""type"":""SEASON"",""value"":""mùa khô"",""start"":20,""end"":27}]"
"cây cà chua vụ sớm","[{""type"":""SEASON"",""value"":""vụ sớm"",""start"":14,""end"":20}]"
"dưa hấu trồng vụ Tết","[{""type"":""SEASON"",""value"":""vụ Tết"",""start"":14,""end"":20}]"
"vụ mùa năm nay thế nào?","[{""type"":""SEASON"",""value"":""vụ mùa"",""start"":0,""end"":6}]"
"trồng rau trái vụ","[{""type"":""SEASON"",""value"":""trái vụ"",""start"":11,""end"":18}]"
"giá nông sản mùa thu hoạch","[{""type"":""SEASON"",""value"":""mùa thu hoạch"",""start"":13,""end"":26}]"
"vụ chiêm này cấy lúa gì?","[{""type"":""SEASON"",""value"":""vụ chiêm"",""start"":0,""end"":8}]"
"cây nghỉ đông","[{""type"":""SEASON"",""value"":""nghỉ đông"",""start"":4,""end"":12}]"
"đây là giống lúa mùa","[{""type"":""SEASON"",""value"":""mùa"",""start"":17,""end"":20}]"
"vụ xuân hè trồng dưa","[{""type"":""SEASON"",""value"":""vụ xuân hè"",""start"":0,""end"":10}]"
"mùa nắng nóng cần tưới nhiều","[{""type"":""SEASON"",""value"":""mùa nắng nóng"",""start"":0,""end"":13}]"
"thu hoạch vào cuối vụ","[{""type"":""SEASON"",""value"":""cuối vụ"",""start"":13,""end"":20}]"
"trồng khoai lang vụ đông","[{""type"":""SEASON"",""value"":""vụ đông"",""start"":18,""end"":25}]"
"gieo hạt đầu mùa mưa","[{""type"":""SEASON"",""value"":""đầu mùa mưa"",""start"":9,""end"":20}]"
"vụ thu đông năm 2024","[{""type"":""SEASON"",""value"":""vụ thu đông"",""start"":0,""end"":11}]"
"hoa nở vào mùa hạ","[{""type"":""SEASON"",""value"":""mùa hạ"",""start"":11,""end"":17}]"
"mùa này hay bị sâu bệnh","[{""type"":""SEASON"",""value"":""mùa này"",""start"":0,""end"":7}]"
"vụ chính bắt đầu khi nào?","[{""type"":""SEASON"",""value"":""vụ chính"",""start"":0,""end"":8}]"
"rau trồng vụ nghịch","[{""type"":""SEASON"",""value"":""vụ nghịch"",""start"":10,""end"":19}]"
"vụ lúa này thất thu","[{""type"":""SEASON"",""value"":""vụ lúa này"",""start"":0,""end"":10}]"
"mùa xuân thời tiết ấm","[{""type"":""SEASON"",""value"":""mùa xuân"",""start"":0,""end"":8}]"
"vụ hè năm nay nóng","[{""type"":""SEASON"",""value"":""vụ hè"",""start"":0,""end"":5}]"
"mùa thu thời tiết mát","[{""type"":""SEASON"",""value"":""mùa thu"",""start"":0,""end"":7}]"
"mùa đông cây rụng lá","[{""type"":""SEASON"",""value"":""mùa đông"",""start"":0,""end"":8}]"
